,context,task,construct,hits,task_hits,construct_hits
479,notEF,Simon,Cognitive Flexibility,3,3086,2008
480,notEF,Semantic Fluency,Cognitive Flexibility,7,598,2008
481,notEF,Oddity Switching,Cognitive Flexibility,0,0,2008
482,notEF,Spin the Pots,Cognitive Flexibility,0,0,2008
483,notEF,Object Substitution,Cognitive Flexibility,0,129,2008
484,notEF,Number Letter,Cognitive Flexibility,0,20,2008
485,notEF,N-back,Cognitive Flexibility,8,1529,2008
486,notEF,MOT,Cognitive Flexibility,1,1020,2008
487,notEF,Arithmatic Span,Cognitive Flexibility,0,0,2008
488,notEF,Sentence Completion,Cognitive Flexibility,5,506,2008
489,notEF,Automated Operation Span,Cognitive Flexibility,0,17,2008
490,notEF,Self Control Schedule,Cognitive Flexibility,0,47,2008
491,notEF,Stroop,Cognitive Flexibility,76,5853,2008
492,notEF,STOP,Cognitive Flexibility,30,56378,2008
493,notEF,Verbal Span,Cognitive Flexibility,0,73,2008
494,notEF,OOO,Cognitive Flexibility,0,154,2008
495,notEF,Backward Span,Cognitive Flexibility,0,41,2008
496,notEF,OSpan,Cognitive Flexibility,2,32,2008
497,notEF,Adaptive N-back,Cognitive Flexibility,0,0,2008
498,notEF,Spatial Conflict Arrows,Cognitive Flexibility,0,0,2008
499,notEF,Corsi Block Span,Cognitive Flexibility,0,0,2008
500,notEF,Analogy Making,Cognitive Control,0,15,5644
501,notEF,Animal Shifting,Cognitive Control,0,0,5644
502,notEF,Anti Saccade,Cognitive Control,12,174,5644
503,notEF,Attentional Blink,Cognitive Control,10,783,5644
504,notEF,Attentional Network,Cognitive Control,12,314,5644
505,notEF,Auditory Attention,Cognitive Control,15,811,5644
506,notEF,Backward Color Recall,Cognitive Control,0,0,5644
507,notEF,Balance Beam,Cognitive Control,0,345,5644
508,notEF,BART,Cognitive Control,1,713,5644
509,notEF,Balloon Analouge Risk Taking,Cognitive Control,0,0,5644
510,notEF,Bear Alligator,Cognitive Control,0,0,5644
511,notEF,Block Design Subtest,Cognitive Control,0,64,5644
512,notEF,Box Crossing Dual,Cognitive Control,0,0,5644
513,notEF,Category Fluency,Cognitive Control,1,513,5644
514,notEF,Category Switch,Cognitive Control,0,3,5644
515,notEF,Cognitive Flexibility,Cognitive Control,122,2008,5644
516,notEF,Color Shape,Cognitive Control,6,78,5644
517,notEF,Contingency Naming,Cognitive Control,0,0,5644
518,notEF,CPT,Cognitive Control,64,12420,5644
519,notEF,Continious Performance Task,Cognitive Control,0,0,5644
520,notEF,AX-CPT,Cognitive Control,48,99,5644
521,notEF,Controlled Attention,Cognitive Control,5,142,5644
522,notEF,Counting Recall,Cognitive Control,0,0,5644
523,notEF,Cued Unpredictable Switch,Cognitive Control,0,0,5644
524,notEF,D2 Target Detection,Cognitive Control,0,0,5644
525,notEF,Degraded Vigilance,Cognitive Control,0,0,5644
526,notEF,Delay Choice,Cognitive Control,0,13,5644
527,notEF,Delay Discounting Task,Cognitive Control,10,368,5644
528,notEF,Delayed Alternation,Cognitive Control,1,441,5644
529,notEF,Digit Shifting,Cognitive Control,0,0,5644
530,notEF,Dimension Switching,Cognitive Control,0,1,5644
531,notEF,DCCS,Cognitive Control,3,263,5644
532,notEF,Dimensional Change Card Sort,Cognitive Control,5,27,5644
533,notEF,Dragon,Cognitive Control,1,1284,5644
534,notEF,Expressive Attention,Cognitive Control,0,0,5644
535,notEF,Flanker,Cognitive Control,300,1512,5644
536,notEF,Flexibility,Cognitive Control,229,68715,5644
537,notEF,Flexible Item Selection,Cognitive Control,0,4,5644
538,notEF,Gift Delay,Cognitive Control,0,1,5644
539,notEF,Gift Wrap,Cognitive Control,0,4,5644
540,notEF,Go/NoGo,Cognitive Control,86,841,5644
541,notEF,TMT,Cognitive Control,4,2747,5644
542,notEF,Trail Making Task,Cognitive Control,1,35,5644
543,notEF,Grass Snow,Cognitive Control,0,1,5644
544,notEF,Hayling Test,Cognitive Control,1,28,5644
545,notEF,Head-Toes-Knees-Shoulders,Cognitive Control,0,6,5644
546,notEF,Incompatibility Test,Cognitive Control,0,13,5644
547,notEF,IGT,Cognitive Control,5,4718,5644
548,notEF,Iowa Gambling Task,Cognitive Control,11,880,5644
549,notEF,Keep Track,Cognitive Control,1,737,5644
550,notEF,Knock and Tap,Cognitive Control,0,0,5644
551,notEF,Letter Fluency,Cognitive Control,1,334,5644
552,notEF,Letter Memory,Cognitive Control,0,36,5644
553,notEF,Letter Monitoring,Cognitive Control,0,19,5644
554,notEF,LNS,Cognitive Control,1,4255,5644
555,notEF,Letter Number Sequencing,Cognitive Control,2,151,5644
556,notEF,Lexical Fluency,Cognitive Control,0,22,5644
557,notEF,Listening Recall,Cognitive Control,0,0,5644
558,notEF,Local Global,Cognitive Control,3,227,5644
559,notEF,Luria Hand Game,Cognitive Control,0,0,5644
560,notEF,MONITOR,Cognitive Control,62,146955,5644
561,notEF,Matrix Monitoring,Cognitive Control,0,0,5644
562,notEF,Mental Counters,Cognitive Control,0,0,5644
563,notEF,Mister X,Cognitive Control,0,0,5644
564,notEF,MCST,Cognitive Control,1,56,5644
565,notEF,Modified Card Sorting Test,Cognitive Control,0,40,5644
566,notEF,More Less Odd Even,Cognitive Control,0,0,5644
567,notEF,Wisconsin Card Sort,Cognitive Control,1,104,5644
568,notEF,Stop Signal,Cognitive Control,142,1684,5644
569,notEF,Complex Span,Cognitive Control,9,160,5644
570,notEF,Pick the Picture,Cognitive Control,0,0,5644
571,notEF,Digit Span,Cognitive Control,18,2660,5644
572,notEF,Random Letter Generation,Cognitive Control,0,17,5644
573,notEF,Snack Delay,Cognitive Control,0,12,5644
574,notEF,Visual Matrix Span,Cognitive Control,0,0,5644
575,notEF,Multiple Object Tracking,Cognitive Control,3,281,5644
576,notEF,Block Span,Cognitive Control,0,19,5644
577,notEF,Pictorial Updating,Cognitive Control,0,0,5644
578,notEF,Nebraska Barnyard,Cognitive Control,0,0,5644
579,notEF,Random Number Generation,Cognitive Control,0,220,5644
580,notEF,Nine Boxes,Cognitive Control,0,3,5644
581,notEF,Shape School,Cognitive Control,0,9,5644
582,notEF,Tower of Hanoi,Cognitive Control,1,147,5644
583,notEF,Verbal Fluency,Cognitive Control,15,4220,5644
584,notEF,Pencil Tapping,Cognitive Control,0,4,5644
585,notEF,WCST,Cognitive Control,11,915,5644
586,notEF,Sorting,Cognitive Control,32,39345,5644
587,notEF,Somethings the Same Game,Cognitive Control,0,0,5644
588,notEF,Running Span,Cognitive Control,0,14,5644
589,notEF,Serial Substraction of Sevens,Cognitive Control,0,0,5644
590,notEF,Reverse Categorization,Cognitive Control,0,2,5644
591,notEF,Tower of London,Cognitive Control,0,314,5644
592,notEF,Visuospatial Span,Cognitive Control,1,25,5644
593,notEF,Picture Symbol,Cognitive Control,0,1,5644
594,notEF,Counting Span,Cognitive Control,0,19,5644
595,notEF,Sentence Repetition,Cognitive Control,1,241,5644
596,notEF,SR Compatibility,Cognitive Control,0,6,5644
597,notEF,Simon Says,Cognitive Control,0,10,5644
598,notEF,Reversal Learning,Cognitive Control,24,1796,5644
599,notEF,Odd One Out,Cognitive Control,1,94,5644
600,notEF,Plus Minus Task,Cognitive Control,0,0,5644
601,notEF,Spatial Span,Cognitive Control,2,275,5644
602,notEF,Pychomotor Vigilance,Cognitive Control,0,0,5644
603,notEF,Toy Sort,Cognitive Control,0,0,5644
604,notEF,Simon,Cognitive Control,134,3086,5644
605,notEF,Semantic Fluency,Cognitive Control,2,598,5644
606,notEF,Oddity Switching,Cognitive Control,0,0,5644
607,notEF,Spin the Pots,Cognitive Control,0,0,5644
608,notEF,Object Substitution,Cognitive Control,0,129,5644
609,notEF,Number Letter,Cognitive Control,1,20,5644
610,notEF,N-back,Cognitive Control,68,1529,5644
611,notEF,MOT,Cognitive Control,1,1020,5644
612,notEF,Arithmatic Span,Cognitive Control,0,0,5644
613,notEF,Sentence Completion,Cognitive Control,2,506,5644
614,notEF,Automated Operation Span,Cognitive Control,0,17,5644
615,notEF,Self Control Schedule,Cognitive Control,0,47,5644
616,notEF,Stroop,Cognitive Control,461,5853,5644
617,notEF,STOP,Cognitive Control,176,56378,5644
618,notEF,Verbal Span,Cognitive Control,1,73,5644
619,notEF,OOO,Cognitive Control,0,154,5644
620,notEF,Backward Span,Cognitive Control,0,41,5644
621,notEF,OSpan,Cognitive Control,1,32,5644
622,notEF,Adaptive N-back,Cognitive Control,0,0,5644
623,notEF,Spatial Conflict Arrows,Cognitive Control,0,0,5644
624,notEF,Corsi Block Span,Cognitive Control,0,0,5644
625,notEF,Analogy Making,Inhibition,0,15,848041
626,notEF,Animal Shifting,Inhibition,0,0,848041
627,notEF,Anti Saccade,Inhibition,29,174,848041
628,notEF,Attentional Blink,Inhibition,37,783,848041
629,notEF,Attentional Network,Inhibition,12,314,848041
630,notEF,Auditory Attention,Inhibition,34,811,848041
631,notEF,Backward Color Recall,Inhibition,0,0,848041
632,notEF,Balance Beam,Inhibition,11,345,848041
633,notEF,BART,Inhibition,23,713,848041
634,notEF,Balloon Analouge Risk Taking,Inhibition,0,0,848041
635,notEF,Bear Alligator,Inhibition,0,0,848041
636,notEF,Block Design Subtest,Inhibition,2,64,848041
637,notEF,Box Crossing Dual,Inhibition,0,0,848041
638,notEF,Category Fluency,Inhibition,8,513,848041
639,notEF,Category Switch,Inhibition,0,3,848041
640,notEF,Cognitive Flexibility,Inhibition,249,2008,848041
641,notEF,Color Shape,Inhibition,3,78,848041
642,notEF,Contingency Naming,Inhibition,0,0,848041
643,notEF,CPT,Inhibition,1474,12420,848041
644,notEF,Continious Performance Task,Inhibition,0,0,848041
645,notEF,AX-CPT,Inhibition,15,99,848041
646,notEF,Controlled Attention,Inhibition,13,142,848041
647,notEF,Counting Recall,Inhibition,0,0,848041
648,notEF,Cued Unpredictable Switch,Inhibition,0,0,848041
649,notEF,D2 Target Detection,Inhibition,0,0,848041
650,notEF,Degraded Vigilance,Inhibition,0,0,848041
651,notEF,Delay Choice,Inhibition,2,13,848041
652,notEF,Delay Discounting Task,Inhibition,29,368,848041
653,notEF,Delayed Alternation,Inhibition,42,441,848041
654,notEF,Digit Shifting,Inhibition,0,0,848041
655,notEF,Dimension Switching,Inhibition,0,1,848041
656,notEF,DCCS,Inhibition,7,263,848041
657,notEF,Dimensional Change Card Sort,Inhibition,4,27,848041
658,notEF,Dragon,Inhibition,40,1284,848041
659,notEF,Expressive Attention,Inhibition,0,0,848041
660,notEF,Flanker,Inhibition,219,1512,848041
661,notEF,Flexibility,Inhibition,1734,68715,848041
662,notEF,Flexible Item Selection,Inhibition,0,4,848041
663,notEF,Gift Delay,Inhibition,0,1,848041
664,notEF,Gift Wrap,Inhibition,0,4,848041
665,notEF,Go/NoGo,Inhibition,418,841,848041
666,notEF,TMT,Inhibition,127,2747,848041
667,notEF,Trail Making Task,Inhibition,0,35,848041
668,notEF,Grass Snow,Inhibition,1,1,848041
669,notEF,Hayling Test,Inhibition,15,28,848041
670,notEF,Head-Toes-Knees-Shoulders,Inhibition,1,6,848041
671,notEF,Incompatibility Test,Inhibition,0,13,848041
672,notEF,IGT,Inhibition,57,4718,848041
673,notEF,Iowa Gambling Task,Inhibition,53,880,848041
674,notEF,Keep Track,Inhibition,7,737,848041
675,notEF,Knock and Tap,Inhibition,0,0,848041
676,notEF,Letter Fluency,Inhibition,10,334,848041
677,notEF,Letter Memory,Inhibition,1,36,848041
678,notEF,Letter Monitoring,Inhibition,0,19,848041
679,notEF,LNS,Inhibition,103,4255,848041
680,notEF,Letter Number Sequencing,Inhibition,5,151,848041
681,notEF,Lexical Fluency,Inhibition,0,22,848041
682,notEF,Listening Recall,Inhibition,0,0,848041
683,notEF,Local Global,Inhibition,7,227,848041
684,notEF,Luria Hand Game,Inhibition,0,0,848041
685,notEF,MONITOR,Inhibition,3527,146955,848041
686,notEF,Matrix Monitoring,Inhibition,0,0,848041
687,notEF,Mental Counters,Inhibition,0,0,848041
688,notEF,Mister X,Inhibition,0,0,848041
689,notEF,MCST,Inhibition,1,56,848041
690,notEF,Modified Card Sorting Test,Inhibition,1,40,848041
691,notEF,More Less Odd Even,Inhibition,0,0,848041
692,notEF,Wisconsin Card Sort,Inhibition,7,104,848041
693,notEF,Stop Signal,Inhibition,907,1684,848041
694,notEF,Complex Span,Inhibition,8,160,848041
695,notEF,Pick the Picture,Inhibition,0,0,848041
696,notEF,Digit Span,Inhibition,65,2660,848041
697,notEF,Random Letter Generation,Inhibition,3,17,848041
698,notEF,Snack Delay,Inhibition,0,12,848041
699,notEF,Visual Matrix Span,Inhibition,0,0,848041
700,notEF,Multiple Object Tracking,Inhibition,1,281,848041
701,notEF,Block Span,Inhibition,1,19,848041
702,notEF,Pictorial Updating,Inhibition,0,0,848041
703,notEF,Nebraska Barnyard,Inhibition,0,0,848041
704,notEF,Random Number Generation,Inhibition,10,220,848041
705,notEF,Nine Boxes,Inhibition,0,3,848041
706,notEF,Shape School,Inhibition,5,9,848041
707,notEF,Tower of Hanoi,Inhibition,7,147,848041
708,notEF,Verbal Fluency,Inhibition,111,4220,848041
709,notEF,Pencil Tapping,Inhibition,0,4,848041
710,notEF,WCST,Inhibition,42,915,848041
711,notEF,Sorting,Inhibition,1727,39345,848041
712,notEF,Somethings the Same Game,Inhibition,0,0,848041
713,notEF,Running Span,Inhibition,0,14,848041
714,notEF,Serial Substraction of Sevens,Inhibition,0,0,848041
715,notEF,Reverse Categorization,Inhibition,1,2,848041
716,notEF,Tower of London,Inhibition,26,314,848041
717,notEF,Visuospatial Span,Inhibition,1,25,848041
718,notEF,Picture Symbol,Inhibition,0,1,848041
719,notEF,Counting Span,Inhibition,1,19,848041
720,notEF,Sentence Repetition,Inhibition,1,241,848041
721,notEF,SR Compatibility,Inhibition,0,6,848041
722,notEF,Simon Says,Inhibition,2,10,848041
723,notEF,Reversal Learning,Inhibition,157,1796,848041
724,notEF,Odd One Out,Inhibition,1,94,848041
725,notEF,Plus Minus Task,Inhibition,0,0,848041
726,notEF,Spatial Span,Inhibition,8,275,848041
727,notEF,Pychomotor Vigilance,Inhibition,0,0,848041
728,notEF,Toy Sort,Inhibition,0,0,848041
729,notEF,Simon,Inhibition,159,3086,848041
730,notEF,Semantic Fluency,Inhibition,15,598,848041
731,notEF,Oddity Switching,Inhibition,0,0,848041
732,notEF,Spin the Pots,Inhibition,0,0,848041
733,notEF,Object Substitution,Inhibition,2,129,848041
734,notEF,Number Letter,Inhibition,6,20,848041
735,notEF,N-back,Inhibition,73,1529,848041
736,notEF,MOT,Inhibition,36,1020,848041
737,notEF,Arithmatic Span,Inhibition,0,0,848041
738,notEF,Sentence Completion,Inhibition,29,506,848041
739,notEF,Automated Operation Span,Inhibition,0,17,848041
740,notEF,Self Control Schedule,Inhibition,0,47,848041
741,notEF,Stroop,Inhibition,581,5853,848041
742,notEF,STOP,Inhibition,2496,56378,848041
743,notEF,Verbal Span,Inhibition,4,73,848041
744,notEF,OOO,Inhibition,4,154,848041
745,notEF,Backward Span,Inhibition,1,41,848041
746,notEF,OSpan,Inhibition,0,32,848041
747,notEF,Adaptive N-back,Inhibition,0,0,848041
748,notEF,Spatial Conflict Arrows,Inhibition,0,0,848041
749,notEF,Corsi Block Span,Inhibition,0,0,848041
750,notEF,Analogy Making,Inference Control,0,15,2
751,notEF,Animal Shifting,Inference Control,0,0,2
752,notEF,Anti Saccade,Inference Control,0,174,2
753,notEF,Attentional Blink,Inference Control,0,783,2
754,notEF,Attentional Network,Inference Control,0,314,2
755,notEF,Auditory Attention,Inference Control,0,811,2
756,notEF,Backward Color Recall,Inference Control,0,0,2
757,notEF,Balance Beam,Inference Control,0,345,2
758,notEF,BART,Inference Control,0,713,2
759,notEF,Balloon Analouge Risk Taking,Inference Control,0,0,2
760,notEF,Bear Alligator,Inference Control,0,0,2
761,notEF,Block Design Subtest,Inference Control,0,64,2
762,notEF,Box Crossing Dual,Inference Control,0,0,2
763,notEF,Category Fluency,Inference Control,0,513,2
764,notEF,Category Switch,Inference Control,0,3,2
765,notEF,Cognitive Flexibility,Inference Control,0,2008,2
766,notEF,Color Shape,Inference Control,0,78,2
767,notEF,Contingency Naming,Inference Control,0,0,2
768,notEF,CPT,Inference Control,0,12420,2
769,notEF,Continious Performance Task,Inference Control,0,0,2
770,notEF,AX-CPT,Inference Control,0,99,2
771,notEF,Controlled Attention,Inference Control,0,142,2
772,notEF,Counting Recall,Inference Control,0,0,2
773,notEF,Cued Unpredictable Switch,Inference Control,0,0,2
774,notEF,D2 Target Detection,Inference Control,0,0,2
775,notEF,Degraded Vigilance,Inference Control,0,0,2
776,notEF,Delay Choice,Inference Control,0,13,2
777,notEF,Delay Discounting Task,Inference Control,0,368,2
778,notEF,Delayed Alternation,Inference Control,0,441,2
779,notEF,Digit Shifting,Inference Control,0,0,2
780,notEF,Dimension Switching,Inference Control,0,1,2
781,notEF,DCCS,Inference Control,0,263,2
782,notEF,Dimensional Change Card Sort,Inference Control,0,27,2
783,notEF,Dragon,Inference Control,0,1284,2
784,notEF,Expressive Attention,Inference Control,0,0,2
785,notEF,Flanker,Inference Control,0,1512,2
786,notEF,Flexibility,Inference Control,0,68715,2
787,notEF,Flexible Item Selection,Inference Control,0,4,2
788,notEF,Gift Delay,Inference Control,0,1,2
789,notEF,Gift Wrap,Inference Control,0,4,2
790,notEF,Go/NoGo,Inference Control,0,841,2
791,notEF,TMT,Inference Control,0,2747,2
792,notEF,Trail Making Task,Inference Control,0,35,2
793,notEF,Grass Snow,Inference Control,0,1,2
794,notEF,Hayling Test,Inference Control,0,28,2
795,notEF,Head-Toes-Knees-Shoulders,Inference Control,0,6,2
796,notEF,Incompatibility Test,Inference Control,0,13,2
797,notEF,IGT,Inference Control,0,4718,2
798,notEF,Iowa Gambling Task,Inference Control,0,880,2
799,notEF,Keep Track,Inference Control,0,737,2
800,notEF,Knock and Tap,Inference Control,0,0,2
801,notEF,Letter Fluency,Inference Control,0,334,2
802,notEF,Letter Memory,Inference Control,0,36,2
803,notEF,Letter Monitoring,Inference Control,0,19,2
804,notEF,LNS,Inference Control,0,4255,2
805,notEF,Letter Number Sequencing,Inference Control,0,151,2
806,notEF,Lexical Fluency,Inference Control,0,22,2
807,notEF,Listening Recall,Inference Control,0,0,2
808,notEF,Local Global,Inference Control,0,227,2
809,notEF,Luria Hand Game,Inference Control,0,0,2
810,notEF,MONITOR,Inference Control,0,146955,2
811,notEF,Matrix Monitoring,Inference Control,0,0,2
812,notEF,Mental Counters,Inference Control,0,0,2
813,notEF,Mister X,Inference Control,0,0,2
814,notEF,MCST,Inference Control,0,56,2
815,notEF,Modified Card Sorting Test,Inference Control,0,40,2
816,notEF,More Less Odd Even,Inference Control,0,0,2
817,notEF,Wisconsin Card Sort,Inference Control,0,104,2
818,notEF,Stop Signal,Inference Control,0,1684,2
819,notEF,Complex Span,Inference Control,0,160,2
820,notEF,Pick the Picture,Inference Control,0,0,2
821,notEF,Digit Span,Inference Control,0,2660,2
822,notEF,Random Letter Generation,Inference Control,0,17,2
823,notEF,Snack Delay,Inference Control,0,12,2
824,notEF,Visual Matrix Span,Inference Control,0,0,2
825,notEF,Multiple Object Tracking,Inference Control,0,281,2
826,notEF,Block Span,Inference Control,0,19,2
827,notEF,Pictorial Updating,Inference Control,0,0,2
828,notEF,Nebraska Barnyard,Inference Control,0,0,2
829,notEF,Random Number Generation,Inference Control,0,220,2
830,notEF,Nine Boxes,Inference Control,0,3,2
831,notEF,Shape School,Inference Control,0,9,2
832,notEF,Tower of Hanoi,Inference Control,0,147,2
833,notEF,Verbal Fluency,Inference Control,0,4220,2
834,notEF,Pencil Tapping,Inference Control,0,4,2
835,notEF,WCST,Inference Control,0,915,2
